Asset_ID,Resource_Name,Resource_Type,Public_Access,Open_Ports,Encryption_Status,IAM_Risk,Security_Group_Risk,Vulnerability_Count,Patch_Status,Logging_Enabled,Backup_Enabled,Dependency_Count,Misconfiguration_Count,Risk_Score,Risk_Level
ASSET-720,Cloud-Resource-720,IAM,Yes,6,No,Medium,Low,0,Updated,Yes,Yes,6,3,37,Medium
ASSET-721,Cloud-Resource-721,IAM,Yes,4,No,High,High,4,Outdated,No,Yes,9,6,82,Critical
ASSET-722,Cloud-Resource-722,VPC,No,18,No,Low,High,1,Outdated,No,Yes,9,5,64,High
ASSET-723,Cloud-Resource-723,RDS,Yes,7,No,Medium,Medium,5,Outdated,No,No,4,6,80,Critical
ASSET-724,Cloud-Resource-724,S3,Yes,10,Yes,High,Medium,9,Updated,No,Yes,1,5,65,High
ASSET-725,Cloud-Resource-725,RDS,No,0,No,Medium,High,3,Updated,No,Yes,6,3,42,Medium
ASSET-726,Cloud-Resource-726,Lambda,No,5,Yes,Medium,Low,4,Outdated,No,No,7,3,42,Medium
ASSET-727,Cloud-Resource-727,EC2,Yes,16,No,Low,Low,3,Outdated,Yes,Yes,7,4,56,High
ASSET-728,Cloud-Resource-728,IAM,Yes,4,Yes,Low,High,7,Updated,Yes,Yes,8,3,44,Medium
ASSET-729,Cloud-Resource-729,VPC,No,20,Yes,Medium,Low,8,Updated,No,No,2,4,53,High
ASSET-730,Cloud-Resource-730,S3,Yes,16,No,Medium,Medium,4,Updated,Yes,No,3,4,54,High
ASSET-731,Cloud-Resource-731,RDS,Yes,4,Yes,Low,Low,3,Outdated,No,No,9,4,49,Medium
ASSET-732,Cloud-Resource-732,VPC,No,17,Yes,Low,Medium,10,Updated,Yes,Yes,7,2,31,Medium
ASSET-733,Cloud-Resource-733,S3,No,3,No,Low,High,3,Outdated,Yes,Yes,8,3,41,Medium
ASSET-734,Cloud-Resource-734,RDS,No,5,Yes,Medium,Low,9,Updated,Yes,Yes,10,1,15,Low
ASSET-735,Cloud-Resource-735,VPC,No,19,Yes,Low,High,10,Outdated,Yes,Yes,1,4,54,High
ASSET-736,Cloud-Resource-736,RDS,Yes,7,No,High,Low,1,Updated,No,Yes,9,5,64,High
ASSET-737,Cloud-Resource-737,RDS,No,15,No,Medium,Medium,5,Outdated,Yes,No,10,4,50,High
ASSET-738,Cloud-Resource-738,VPC,Yes,10,No,Medium,Medium,7,Outdated,No,No,8,7,86,Critical
ASSET-739,Cloud-Resource-739,RDS,Yes,9,No,High,High,10,Updated,Yes,No,6,7,92,Critical
ASSET-740,Cloud-Resource-740,IAM,No,6,Yes,Low,Medium,3,Updated,No,Yes,3,2,26,Medium
ASSET-741,Cloud-Resource-741,RDS,No,3,No,Low,High,9,Updated,No,No,7,5,61,High
ASSET-742,Cloud-Resource-742,VPC,No,14,Yes,High,Medium,5,Outdated,No,No,4,5,69,High
ASSET-743,Cloud-Resource-743,EC2,Yes,2,No,Low,Low,6,Outdated,Yes,No,1,5,63,High
ASSET-744,Cloud-Resource-744,Lambda,No,7,Yes,Low,High,10,Updated,Yes,No,4,4,58,High
ASSET-745,Cloud-Resource-745,RDS,No,8,Yes,Medium,Medium,1,Outdated,Yes,Yes,4,2,33,Medium
ASSET-746,Cloud-Resource-746,IAM,No,6,Yes,Low,High,4,Outdated,Yes,Yes,2,3,37,Medium
ASSET-747,Cloud-Resource-747,RDS,No,11,No,High,Low,8,Outdated,No,Yes,6,6,78,Critical
ASSET-748,Cloud-Resource-748,VPC,Yes,20,Yes,Low,High,9,Outdated,No,Yes,2,6,78,Critical
ASSET-749,Cloud-Resource-749,VPC,Yes,5,Yes,Low,High,3,Outdated,No,Yes,2,4,52,High
ASSET-750,Cloud-Resource-750,S3,No,17,No,Medium,Low,4,Updated,Yes,Yes,8,2,32,Medium
ASSET-751,Cloud-Resource-751,IAM,Yes,18,No,Low,High,0,Outdated,Yes,Yes,5,5,66,High
ASSET-752,Cloud-Resource-752,RDS,Yes,20,Yes,Medium,Medium,8,Updated,No,Yes,4,4,52,High
ASSET-753,Cloud-Resource-753,VPC,No,8,Yes,Medium,Medium,8,Updated,Yes,No,10,3,42,Medium
ASSET-754,Cloud-Resource-754,VPC,No,16,No,Low,Medium,0,Updated,No,No,8,4,49,Medium
ASSET-755,Cloud-Resource-755,EC2,Yes,5,No,Medium,Medium,1,Outdated,No,No,8,5,70,High
ASSET-756,Cloud-Resource-756,VPC,Yes,6,Yes,High,Medium,1,Updated,Yes,No,4,4,49,Medium
ASSET-757,Cloud-Resource-757,IAM,Yes,16,Yes,High,Medium,6,Outdated,No,Yes,8,6,76,Critical
ASSET-758,Cloud-Resource-758,EC2,No,4,Yes,Low,Medium,3,Updated,Yes,No,6,1,18,Low
ASSET-759,Cloud-Resource-759,VPC,Yes,8,No,Medium,Low,1,Updated,Yes,No,8,4,51,High
ASSET-760,Cloud-Resource-760,VPC,No,1,No,High,High,3,Outdated,No,No,10,6,80,Critical
ASSET-761,Cloud-Resource-761,IAM,No,13,No,High,High,9,Updated,Yes,No,3,6,78,Critical
ASSET-762,Cloud-Resource-762,VPC,No,10,No,Medium,Low,7,Outdated,No,No,5,6,79,Critical
ASSET-763,Cloud-Resource-763,Lambda,Yes,12,Yes,High,High,9,Outdated,No,Yes,10,7,87,Critical
ASSET-764,Cloud-Resource-764,VPC,Yes,5,No,Low,Low,2,Outdated,No,No,2,5,63,High
ASSET-765,Cloud-Resource-765,S3,No,15,No,High,Low,5,Updated,Yes,No,8,4,58,High
ASSET-766,Cloud-Resource-766,EC2,No,11,Yes,Medium,Medium,8,Outdated,Yes,Yes,1,3,45,Medium
ASSET-767,Cloud-Resource-767,IAM,No,18,Yes,High,Medium,2,Outdated,No,Yes,1,4,56,High
ASSET-768,Cloud-Resource-768,RDS,No,4,Yes,Low,Medium,0,Outdated,Yes,No,4,2,25,Medium
ASSET-769,Cloud-Resource-769,IAM,Yes,20,No,Medium,Low,10,Outdated,Yes,No,5,6,82,Critical
ASSET-770,Cloud-Resource-770,EC2,Yes,7,No,Medium,Low,3,Updated,No,Yes,4,4,50,High
ASSET-771,Cloud-Resource-771,S3,No,16,Yes,Low,Medium,5,Outdated,No,No,5,4,48,Medium
ASSET-772,Cloud-Resource-772,S3,Yes,4,Yes,High,Low,9,Outdated,No,No,1,6,76,Critical
ASSET-773,Cloud-Resource-773,VPC,Yes,12,No,Medium,Medium,7,Updated,Yes,Yes,7,4,52,High
ASSET-774,Cloud-Resource-774,EC2,No,19,No,High,Medium,3,Outdated,Yes,No,4,5,69,High
ASSET-775,Cloud-Resource-775,IAM,Yes,0,No,Medium,Low,4,Outdated,No,Yes,9,4,48,Medium
ASSET-776,Cloud-Resource-776,RDS,Yes,18,Yes,Low,High,8,Outdated,No,No,2,7,84,Critical
ASSET-777,Cloud-Resource-777,VPC,No,10,Yes,Medium,Medium,4,Outdated,Yes,No,2,3,44,Medium
ASSET-778,Cloud-Resource-778,VPC,No,0,Yes,High,Low,0,Outdated,No,No,6,4,48,Medium
ASSET-779,Cloud-Resource-779,RDS,Yes,9,Yes,Medium,High,10,Outdated,Yes,No,4,6,75,Critical
ASSET-780,Cloud-Resource-780,S3,No,0,No,Low,Low,2,Outdated,No,No,6,4,51,High
ASSET-781,Cloud-Resource-781,S3,No,7,No,Low,Medium,3,Outdated,Yes,No,3,4,58,High
ASSET-782,Cloud-Resource-782,IAM,No,19,Yes,High,High,3,Updated,No,No,2,5,70,High
ASSET-783,Cloud-Resource-783,RDS,No,18,No,Medium,Medium,7,Updated,Yes,Yes,7,3,44,Medium
ASSET-784,Cloud-Resource-784,RDS,No,1,Yes,Low,Medium,0,Outdated,No,No,5,3,43,Medium
ASSET-785,Cloud-Resource-785,IAM,No,19,No,High,Low,2,Outdated,Yes,Yes,5,4,55,High
ASSET-786,Cloud-Resource-786,S3,No,0,No,High,Low,3,Updated,Yes,Yes,9,2,32,Medium
ASSET-787,Cloud-Resource-787,RDS,No,2,No,Medium,Medium,6,Outdated,No,No,5,5,62,High
ASSET-788,Cloud-Resource-788,S3,No,19,Yes,Low,Low,5,Updated,Yes,No,10,2,32,Medium
ASSET-789,Cloud-Resource-789,S3,No,19,No,Low,Medium,0,Updated,No,No,2,4,48,Medium
ASSET-790,Cloud-Resource-790,S3,Yes,14,Yes,Medium,Low,6,Outdated,Yes,No,2,5,69,High
ASSET-791,Cloud-Resource-791,Lambda,Yes,15,Yes,Medium,Low,1,Outdated,Yes,Yes,8,3,46,Medium
ASSET-792,Cloud-Resource-792,IAM,No,1,Yes,High,Medium,10,Outdated,Yes,No,10,4,58,High
ASSET-793,Cloud-Resource-793,IAM,Yes,0,No,Low,High,1,Outdated,Yes,No,9,5,64,High
ASSET-794,Cloud-Resource-794,IAM,Yes,10,Yes,High,Medium,1,Updated,Yes,No,3,4,55,High
ASSET-795,Cloud-Resource-795,EC2,No,3,Yes,Medium,Low,4,Outdated,No,No,3,3,40,Medium
ASSET-796,Cloud-Resource-796,S3,No,10,No,High,High,6,Outdated,Yes,No,4,7,93,Critical
ASSET-797,Cloud-Resource-797,VPC,No,15,Yes,Medium,High,4,Updated,No,Yes,2,3,37,Medium
ASSET-798,Cloud-Resource-798,EC2,Yes,18,No,High,Low,7,Updated,No,Yes,5,6,78,Critical
ASSET-799,Cloud-Resource-799,S3,No,3,Yes,Medium,High,3,Updated,Yes,Yes,3,1,12,Low
ASSET-800,Cloud-Resource-800,VPC,No,16,No,Medium,High,1,Outdated,Yes,Yes,1,4,51,High
ASSET-801,Cloud-Resource-801,VPC,Yes,14,No,Low,Medium,0,Outdated,No,Yes,6,5,65,High
ASSET-802,Cloud-Resource-802,S3,Yes,11,No,High,High,4,Outdated,Yes,No,9,7,86,Critical
ASSET-803,Cloud-Resource-803,IAM,Yes,19,No,Low,Low,0,Outdated,Yes,No,6,5,64,High
ASSET-804,Cloud-Resource-804,IAM,Yes,17,No,Low,Low,7,Updated,No,Yes,6,5,67,High
ASSET-805,Cloud-Resource-805,S3,No,17,No,High,Low,0,Outdated,No,No,6,6,72,High
ASSET-806,Cloud-Resource-806,RDS,No,17,Yes,Low,High,1,Outdated,Yes,Yes,3,3,44,Medium
ASSET-807,Cloud-Resource-807,S3,No,1,No,Low,Low,10,Updated,No,Yes,1,3,45,Medium
ASSET-808,Cloud-Resource-808,Lambda,Yes,0,No,Medium,Low,0,Outdated,No,Yes,5,4,50,High
ASSET-809,Cloud-Resource-809,RDS,Yes,11,No,Medium,High,6,Updated,Yes,Yes,6,5,67,High
ASSET-810,Cloud-Resource-810,VPC,No,10,No,Low,Medium,5,Outdated,Yes,No,2,4,50,High
ASSET-811,Cloud-Resource-811,RDS,No,16,No,Low,Low,4,Updated,No,Yes,10,3,46,Medium
ASSET-812,Cloud-Resource-812,RDS,No,18,No,High,Low,8,Outdated,No,No,7,7,85,Critical
ASSET-813,Cloud-Resource-813,VPC,Yes,19,No,Low,Low,10,Outdated,Yes,Yes,2,5,61,High
ASSET-814,Cloud-Resource-814,EC2,No,8,No,Low,Medium,1,Outdated,No,Yes,7,4,49,Medium
ASSET-815,Cloud-Resource-815,VPC,Yes,7,No,Medium,Low,8,Updated,Yes,Yes,5,4,57,High
ASSET-816,Cloud-Resource-816,VPC,No,14,Yes,Low,Medium,4,Outdated,Yes,Yes,9,2,28,Medium
ASSET-817,Cloud-Resource-817,EC2,Yes,7,Yes,Medium,High,0,Outdated,Yes,No,2,5,70,High
ASSET-818,Cloud-Resource-818,EC2,No,9,No,High,High,7,Outdated,No,Yes,4,7,88,Critical
ASSET-819,Cloud-Resource-819,S3,Yes,18,Yes,High,High,3,Updated,No,Yes,8,5,61,High
ASSET-820,Cloud-Resource-820,IAM,Yes,11,Yes,High,Low,9,Updated,No,Yes,5,5,60,High
ASSET-821,Cloud-Resource-821,EC2,Yes,11,Yes,Medium,Low,1,Updated,Yes,Yes,5,2,31,Medium
ASSET-822,Cloud-Resource-822,EC2,Yes,9,Yes,Low,Low,6,Updated,No,No,7,5,65,High
ASSET-823,Cloud-Resource-823,Lambda,No,10,Yes,Low,Low,2,Outdated,No,Yes,4,3,42,Medium
ASSET-824,Cloud-Resource-824,VPC,No,8,Yes,Medium,High,4,Updated,No,No,3,4,52,High
ASSET-825,Cloud-Resource-825,RDS,Yes,13,Yes,High,Low,1,Updated,Yes,No,8,4,49,Medium
ASSET-826,Cloud-Resource-826,IAM,No,1,Yes,Low,Medium,7,Updated,No,No,4,3,45,Medium
ASSET-827,Cloud-Resource-827,RDS,No,11,No,Low,High,6,Updated,Yes,Yes,4,4,58,High
ASSET-828,Cloud-Resource-828,Lambda,No,16,Yes,High,Medium,5,Outdated,Yes,Yes,6,3,46,Medium
ASSET-829,Cloud-Resource-829,RDS,Yes,12,Yes,Low,Medium,5,Outdated,Yes,No,6,4,55,High
ASSET-830,Cloud-Resource-830,EC2,No,11,No,Medium,Medium,1,Outdated,No,No,1,5,60,High
ASSET-831,Cloud-Resource-831,EC2,Yes,20,No,Medium,Medium,1,Outdated,No,Yes,5,5,67,High
ASSET-832,Cloud-Resource-832,RDS,Yes,20,No,Medium,High,7,Outdated,No,Yes,7,7,90,Critical
ASSET-833,Cloud-Resource-833,IAM,No,8,Yes,Medium,High,2,Outdated,No,No,10,5,69,High
ASSET-834,Cloud-Resource-834,S3,No,14,No,Low,Medium,0,Outdated,No,Yes,7,4,57,High
ASSET-835,Cloud-Resource-835,EC2,No,14,No,High,High,6,Outdated,No,Yes,8,7,88,Critical
ASSET-836,Cloud-Resource-836,IAM,No,13,No,High,Low,6,Updated,No,No,6,6,80,Critical
ASSET-837,Cloud-Resource-837,IAM,Yes,5,No,Low,Low,9,Outdated,Yes,Yes,7,4,49,Medium
ASSET-838,Cloud-Resource-838,EC2,Yes,0,Yes,High,Low,6,Outdated,Yes,No,3,5,62,High
ASSET-839,Cloud-Resource-839,IAM,No,16,No,High,Low,3,Outdated,No,No,6,6,75,Critical
ASSET-840,Cloud-Resource-840,Lambda,Yes,8,No,High,Medium,2,Updated,Yes,Yes,1,4,52,High
ASSET-841,Cloud-Resource-841,RDS,Yes,4,Yes,Medium,High,4,Updated,No,No,2,4,52,High
ASSET-842,Cloud-Resource-842,IAM,Yes,8,No,High,Low,9,Outdated,Yes,No,2,7,87,Critical
ASSET-843,Cloud-Resource-843,IAM,Yes,13,Yes,Medium,Low,0,Updated,No,Yes,1,3,43,Medium
ASSET-844,Cloud-Resource-844,S3,Yes,17,Yes,Medium,High,6,Updated,No,No,4,6,76,Critical
ASSET-845,Cloud-Resource-845,IAM,Yes,9,No,Low,Medium,10,Outdated,Yes,No,1,6,76,Critical
ASSET-846,Cloud-Resource-846,VPC,Yes,4,No,Low,Medium,3,Outdated,Yes,No,7,4,51,High
ASSET-847,Cloud-Resource-847,VPC,Yes,12,Yes,High,Medium,7,Outdated,Yes,Yes,6,5,62,High
ASSET-848,Cloud-Resource-848,RDS,No,1,Yes,High,Low,9,Updated,Yes,No,1,3,45,Medium
ASSET-849,Cloud-Resource-849,IAM,Yes,9,Yes,Low,Medium,6,Updated,No,Yes,9,4,56,High
ASSET-850,Cloud-Resource-850,S3,No,9,Yes,High,High,9,Updated,Yes,Yes,6,4,52,High
ASSET-851,Cloud-Resource-851,EC2,Yes,16,No,Medium,High,7,Updated,No,No,10,7,84,Critical
ASSET-852,Cloud-Resource-852,IAM,No,18,Yes,Low,High,1,Outdated,Yes,No,2,4,54,High
ASSET-853,Cloud-Resource-853,VPC,No,14,Yes,Low,Medium,0,Outdated,No,Yes,1,3,43,Medium
ASSET-854,Cloud-Resource-854,VPC,No,4,No,Low,High,0,Outdated,No,Yes,7,4,49,Medium
ASSET-855,Cloud-Resource-855,VPC,Yes,7,Yes,Low,High,8,Updated,No,Yes,5,5,61,High
ASSET-856,Cloud-Resource-856,Lambda,No,16,No,High,High,2,Updated,No,Yes,9,5,69,High
ASSET-857,Cloud-Resource-857,S3,No,17,Yes,Medium,Medium,10,Outdated,Yes,No,9,4,53,High
ASSET-858,Cloud-Resource-858,RDS,No,17,No,High,Low,3,Updated,No,No,10,5,61,High
ASSET-859,Cloud-Resource-859,S3,No,19,Yes,Low,High,4,Updated,Yes,No,7,3,36,Medium
ASSET-860,Cloud-Resource-860,RDS,No,4,No,Low,High,4,Outdated,No,No,8,5,65,High
ASSET-861,Cloud-Resource-861,EC2,Yes,1,No,High,High,5,Outdated,No,No,6,7,93,Critical
ASSET-862,Cloud-Resource-862,EC2,Yes,10,Yes,High,High,3,Updated,No,Yes,5,5,66,High
ASSET-863,Cloud-Resource-863,S3,Yes,14,No,Medium,Medium,4,Updated,Yes,No,7,4,49,Medium
ASSET-864,Cloud-Resource-864,VPC,Yes,11,No,Medium,Low,9,Updated,No,Yes,8,5,60,High
ASSET-865,Cloud-Resource-865,EC2,No,2,No,High,Medium,4,Outdated,Yes,No,1,4,57,High
ASSET-866,Cloud-Resource-866,EC2,Yes,0,Yes,Medium,High,4,Outdated,Yes,No,9,4,54,High
ASSET-867,Cloud-Resource-867,IAM,No,3,No,Medium,Low,0,Outdated,Yes,Yes,6,2,26,Medium
ASSET-868,Cloud-Resource-868,Lambda,No,4,No,Low,High,6,Outdated,Yes,No,1,5,63,High
ASSET-869,Cloud-Resource-869,S3,No,10,No,Medium,Medium,10,Outdated,No,No,5,6,76,Critical
ASSET-870,Cloud-Resource-870,Lambda,Yes,11,Yes,High,Medium,4,Updated,No,Yes,1,4,52,High
ASSET-871,Cloud-Resource-871,IAM,No,19,No,High,Low,0,Updated,No,No,10,5,68,High
ASSET-872,Cloud-Resource-872,Lambda,Yes,6,No,Low,Medium,0,Outdated,No,Yes,1,5,62,High
ASSET-873,Cloud-Resource-873,IAM,No,11,No,Medium,Medium,10,Outdated,Yes,Yes,8,4,51,High
ASSET-874,Cloud-Resource-874,RDS,Yes,13,Yes,High,Medium,2,Outdated,No,No,1,6,76,Critical
ASSET-875,Cloud-Resource-875,IAM,No,13,Yes,Low,Low,9,Outdated,No,Yes,9,4,58,High
ASSET-876,Cloud-Resource-876,S3,No,6,No,High,Medium,3,Updated,Yes,No,6,4,55,High
ASSET-877,Cloud-Resource-877,IAM,No,7,No,Medium,Medium,9,Outdated,No,No,8,6,72,High
ASSET-878,Cloud-Resource-878,Lambda,Yes,0,Yes,High,Medium,9,Outdated,No,Yes,8,5,66,High
ASSET-879,Cloud-Resource-879,IAM,Yes,10,Yes,Medium,High,9,Updated,Yes,No,4,5,67,High
ASSET-880,Cloud-Resource-880,S3,No,13,Yes,Medium,Low,1,Outdated,No,No,2,4,52,High
ASSET-881,Cloud-Resource-881,RDS,No,15,Yes,High,Low,2,Outdated,No,Yes,3,4,51,High
ASSET-882,Cloud-Resource-882,S3,Yes,4,Yes,High,Low,4,Updated,No,Yes,7,3,45,Medium
ASSET-883,Cloud-Resource-883,RDS,Yes,7,No,High,Low,4,Outdated,No,Yes,6,6,77,Critical
ASSET-884,Cloud-Resource-884,EC2,No,11,Yes,Medium,Medium,2,Outdated,Yes,No,6,3,41,Medium
ASSET-885,Cloud-Resource-885,EC2,Yes,19,Yes,High,High,0,Outdated,Yes,Yes,8,5,70,High
ASSET-886,Cloud-Resource-886,VPC,No,9,Yes,Low,Low,6,Updated,No,No,8,4,49,Medium
ASSET-887,Cloud-Resource-887,EC2,Yes,15,Yes,Low,Medium,8,Updated,No,Yes,1,4,53,High
ASSET-888,Cloud-Resource-888,Lambda,No,14,Yes,Low,High,8,Updated,Yes,No,3,4,53,High
ASSET-889,Cloud-Resource-889,EC2,No,20,Yes,High,High,9,Updated,Yes,Yes,4,4,53,High
ASSET-890,Cloud-Resource-890,IAM,Yes,16,No,High,Medium,10,Updated,No,Yes,3,6,82,Critical
ASSET-891,Cloud-Resource-891,Lambda,No,5,No,Low,Low,5,Updated,No,Yes,9,2,29,Medium
ASSET-892,Cloud-Resource-892,EC2,No,18,Yes,Medium,Low,3,Updated,No,No,6,3,42,Medium
ASSET-893,Cloud-Resource-893,EC2,No,8,No,High,High,3,Outdated,No,No,8,7,88,Critical
ASSET-894,Cloud-Resource-894,VPC,Yes,6,No,High,Medium,0,Outdated,Yes,Yes,7,5,65,High
ASSET-895,Cloud-Resource-895,RDS,No,18,Yes,High,Medium,3,Outdated,Yes,Yes,4,3,39,Medium
ASSET-896,Cloud-Resource-896,Lambda,Yes,3,No,Low,Medium,2,Updated,No,Yes,9,3,41,Medium
ASSET-897,Cloud-Resource-897,RDS,Yes,5,Yes,Medium,High,8,Updated,Yes,No,6,4,58,High
ASSET-898,Cloud-Resource-898,RDS,Yes,12,Yes,Medium,High,7,Updated,No,Yes,9,5,62,High
ASSET-899,Cloud-Resource-899,EC2,No,15,No,Low,Medium,4,Outdated,No,Yes,2,4,49,Medium
ASSET-900,Cloud-Resource-900,EC2,No,12,Yes,Low,Low,9,Updated,No,Yes,6,3,43,Medium
ASSET-901,Cloud-Resource-901,Lambda,No,9,No,Medium,High,3,Outdated,No,No,6,6,72,High
ASSET-902,Cloud-Resource-902,Lambda,No,18,Yes,Medium,Medium,3,Outdated,No,Yes,10,3,39,Medium
ASSET-903,Cloud-Resource-903,EC2,Yes,18,No,Medium,Medium,5,Outdated,Yes,No,9,5,61,High
ASSET-904,Cloud-Resource-904,Lambda,No,5,No,Low,Low,0,Updated,Yes,Yes,3,1,22,Low
ASSET-905,Cloud-Resource-905,RDS,Yes,19,Yes,High,Low,10,Outdated,Yes,No,3,6,77,Critical
ASSET-906,Cloud-Resource-906,RDS,No,12,No,Low,Medium,2,Outdated,Yes,No,10,4,58,High
ASSET-907,Cloud-Resource-907,S3,Yes,2,No,Low,Low,1,Updated,No,No,6,4,51,High
ASSET-908,Cloud-Resource-908,IAM,Yes,14,No,Medium,Low,2,Outdated,Yes,Yes,5,4,51,High
ASSET-909,Cloud-Resource-909,IAM,Yes,18,No,High,High,2,Updated,No,Yes,1,6,76,Critical
ASSET-910,Cloud-Resource-910,VPC,No,19,No,Medium,Medium,1,Outdated,Yes,No,5,4,50,High
ASSET-911,Cloud-Resource-911,VPC,No,0,Yes,Low,High,7,Updated,No,Yes,10,3,39,Medium
ASSET-912,Cloud-Resource-912,EC2,No,4,Yes,High,Medium,0,Outdated,No,Yes,9,3,36,Medium
ASSET-913,Cloud-Resource-913,Lambda,Yes,6,Yes,Medium,Medium,1,Outdated,No,Yes,3,4,51,High
ASSET-914,Cloud-Resource-914,VPC,No,14,Yes,Low,Medium,0,Updated,Yes,No,4,2,30,Medium
ASSET-915,Cloud-Resource-915,EC2,Yes,3,No,Medium,Medium,0,Updated,Yes,Yes,1,2,25,Medium
ASSET-916,Cloud-Resource-916,VPC,No,19,Yes,Medium,High,1,Outdated,No,No,10,5,60,High
ASSET-917,Cloud-Resource-917,EC2,Yes,3,Yes,Medium,High,4,Updated,No,Yes,3,3,43,Medium
ASSET-918,Cloud-Resource-918,EC2,No,17,No,Low,Low,3,Outdated,No,Yes,3,4,57,High
ASSET-919,Cloud-Resource-919,RDS,No,4,No,Low,Medium,1,Outdated,Yes,No,9,3,43,Medium
ASSET-920,Cloud-Resource-920,EC2,No,12,No,Medium,Medium,6,Outdated,Yes,Yes,6,4,57,High
ASSET-921,Cloud-Resource-921,RDS,Yes,14,Yes,Low,High,9,Updated,Yes,No,8,5,70,High
ASSET-922,Cloud-Resource-922,IAM,Yes,19,Yes,High,Low,2,Outdated,Yes,Yes,7,4,53,High
ASSET-923,Cloud-Resource-923,S3,Yes,3,Yes,High,Low,9,Updated,Yes,Yes,5,3,41,Medium
ASSET-924,Cloud-Resource-924,EC2,Yes,8,Yes,Low,Medium,10,Outdated,Yes,Yes,9,4,51,High
ASSET-925,Cloud-Resource-925,EC2,No,0,Yes,Low,Low,9,Outdated,Yes,No,7,3,46,Medium
ASSET-926,Cloud-Resource-926,S3,Yes,11,Yes,Medium,High,10,Updated,No,Yes,7,5,63,High
ASSET-927,Cloud-Resource-927,VPC,No,18,No,High,Medium,9,Updated,Yes,Yes,9,4,55,High
ASSET-928,Cloud-Resource-928,VPC,Yes,12,Yes,Low,Medium,9,Updated,No,Yes,10,4,52,High
ASSET-929,Cloud-Resource-929,IAM,No,5,Yes,High,Medium,10,Outdated,Yes,No,9,4,48,Medium
ASSET-930,Cloud-Resource-930,VPC,Yes,9,No,Low,Medium,0,Updated,No,Yes,8,4,55,High
ASSET-931,Cloud-Resource-931,S3,No,14,Yes,Medium,Medium,1,Updated,Yes,No,4,2,33,Medium
ASSET-932,Cloud-Resource-932,IAM,No,12,Yes,Low,Low,1,Updated,No,No,7,3,36,Medium
ASSET-933,Cloud-Resource-933,Lambda,Yes,16,Yes,High,Low,4,Outdated,No,Yes,9,5,64,High
ASSET-934,Cloud-Resource-934,VPC,Yes,5,Yes,Low,Medium,0,Updated,Yes,No,7,2,33,Medium
ASSET-935,Cloud-Resource-935,Lambda,Yes,5,No,High,Medium,2,Outdated,Yes,No,6,5,64,High
ASSET-936,Cloud-Resource-936,EC2,No,0,Yes,Low,Medium,1,Outdated,Yes,Yes,9,1,19,Low
ASSET-937,Cloud-Resource-937,S3,Yes,14,Yes,High,Low,1,Outdated,No,Yes,3,5,63,High
ASSET-938,Cloud-Resource-938,EC2,Yes,5,Yes,Medium,Medium,7,Outdated,Yes,Yes,6,3,44,Medium
ASSET-939,Cloud-Resource-939,Lambda,No,13,No,Medium,Low,7,Outdated,No,Yes,9,5,60,High
ASSET-940,Cloud-Resource-940,IAM,No,19,Yes,Medium,Medium,9,Outdated,Yes,Yes,2,3,40,Medium
ASSET-941,Cloud-Resource-941,RDS,No,0,Yes,Low,Low,5,Outdated,No,Yes,8,2,34,Medium
ASSET-942,Cloud-Resource-942,Lambda,Yes,15,No,Medium,Medium,4,Outdated,Yes,Yes,8,4,52,High
ASSET-943,Cloud-Resource-943,IAM,Yes,4,No,Medium,Medium,2,Updated,No,Yes,2,3,36,Medium
ASSET-944,Cloud-Resource-944,RDS,Yes,3,Yes,High,High,9,Updated,No,No,7,6,72,High
ASSET-945,Cloud-Resource-945,S3,No,5,No,Low,Medium,0,Updated,Yes,No,10,2,24,Low
ASSET-946,Cloud-Resource-946,S3,No,15,No,High,Medium,5,Outdated,Yes,Yes,5,4,52,High
ASSET-947,Cloud-Resource-947,RDS,Yes,8,No,Low,High,5,Outdated,No,No,5,7,86,Critical
ASSET-948,Cloud-Resource-948,RDS,Yes,15,Yes,Medium,High,5,Updated,Yes,No,3,4,55,High
ASSET-949,Cloud-Resource-949,VPC,No,18,Yes,Medium,High,1,Outdated,No,No,9,5,61,High
ASSET-950,Cloud-Resource-950,VPC,No,0,Yes,High,High,1,Outdated,No,No,1,5,67,High
ASSET-951,Cloud-Resource-951,EC2,No,20,Yes,Medium,Low,4,Outdated,Yes,Yes,6,2,33,Medium
ASSET-952,Cloud-Resource-952,RDS,No,0,Yes,Low,Medium,4,Updated,No,No,9,2,24,Low
ASSET-953,Cloud-Resource-953,EC2,No,13,No,Low,Low,6,Updated,No,No,3,5,69,High
ASSET-954,Cloud-Resource-954,VPC,No,12,Yes,Medium,High,2,Outdated,No,Yes,1,4,56,High
ASSET-955,Cloud-Resource-955,Lambda,No,2,No,Medium,Low,6,Updated,Yes,Yes,6,2,27,Medium
ASSET-956,Cloud-Resource-956,Lambda,No,14,Yes,Medium,High,1,Outdated,No,No,1,5,61,High
ASSET-957,Cloud-Resource-957,IAM,No,16,No,Medium,Low,0,Updated,Yes,Yes,4,2,29,Medium
ASSET-958,Cloud-Resource-958,Lambda,Yes,20,No,Low,Low,0,Outdated,Yes,Yes,4,4,50,High
ASSET-959,Cloud-Resource-959,S3,Yes,5,Yes,Medium,High,1,Updated,Yes,No,6,3,36,Medium
ASSET-960,Cloud-Resource-960,Lambda,Yes,11,Yes,Medium,High,5,Outdated,Yes,No,6,5,62,High
